Línea	Id propuesta	Propuesta	Tipo elemento	Id elemento	Relación	Valor	Claim?	"Claim+premise?
WHY?"	Relacionado con aspecto?	Validación premisa(s)	Coherencia lógica p->c	Consistencia p1 <> p2	Persuasión	Apelación emocioal/ética (pathos/ethos)	
1067	2538		Argumento	772	En contra	No es justo que todos los propietarios de perros paguen una tasa, ya que hay mucha gente que sí recoge los excrementos e incluso amonesta a quienes no lo hacen.	1	1	1	2	1	2	1	1	
1068	2538		Aspecto	Impacto económico		El impacto financiero de la tasa sobre los propietarios de perros									
1069	2538		Argumento	773	A favor	El que tiene perro tiene para pagar una tasa. A mi me parece bien.	1	0	0						
1070	2538		Argumento	774	En contra	"una tasa sería a cara de recaudar; b regresiva pagan todos igual, también gente con poca renta a la que a lo mejor el perro le hace necesaria compañía"	1	0	1						
1071	2538		Argumento	775	En contra	Los dueños de perros pagamos una tasa cuando ponemos el chip a nuestros perros, y todos los años pagamos una tasa cuando ponemos a nuestros perros las vacunas obligatorias.	1	0	1						
1072	2538		Aspecto	Alternativas a la tasa		Otras soluciones propuestas en lugar de la tasa									
1073	2538		Argumento	776	A favor	La mejor propuesta creo es la del ADN que anda por ahí, y un sistema de multas eficaz.	1	0	1						
1074	2538		Argumento	777	En contra	Me parece una buena idea lo de pagar una tasa. Y también el que quierra perro que acarre con todos sus gastos, incluidas las bolsitas para recoger las heces, que pagamos todos.	1	0	1						
1075	2538		Aspecto	Impacto social		Las consecuencias sociales de la implementación de la tasa									
1076	2538		Argumento	778	A favor	Me parece que la intolerancia con lo que respecta a los que tenemos un perro da que pensar.	0								
1077	2538		Argumento	779	En contra	Me alegro que comparta la propuesta! Enhorabuena por ser buen dueño de perro y su civismo! Ojalá hubiera muchas más personas como usted.	-1								
1078	2551	Trasladar celebraciónes día del orgullo gay fuera de la ciudad													
1079	2551	Los días de celebración se convierten en un inconveniente para los vecinos y ciudadanos afectados teniendo que ser participes de una fiesta sin poder elegir.													
1080	2551		Aspecto	Celebraciones en el centro de la ciudad		Consideraciones sobre la realización de eventos en el centro de la ciudad, como fiestas deportivas, desfiles militares y manifestaciones.									
1081	2551		Argumento	780	A favor	Yo voto para que no se célebre nunca más ninguna victoria deportiva dentro de la capital...	1	0	1						
1082	2551		Argumento	781	A favor	A trabajar como Dios manda y a circular todos correctamente...	-1								
1083	2551		Argumento	782	A favor	Si pero eso solo lo sabe el vecino que lo sufre...	-1								
1084	2551		Argumento	783	A favor	Por supuesto que trasladaría toda aquella celebración que cause problemas y molestias a los que lo sufren...	1	0	1						
1085	2551		Argumento	784	En contra	Usted lanza esta iniciativa porque no quiere que los homosexuales... festejen en el centro de la ciudad...	1	0	0						
1086	2551		Argumento	785	En contra	Por cierto, la fiesta del orgullo gay fomenta la tolerancia...	1	0	0						
1087	2551		Argumento	786	En contra	Yo quiero que todas las celebraciones se queden donde están y que se regulen debidamente...	1	0	1						
1088	2551		Argumento	787	En contra	Por supuesto las de los barrios. Hay multitud de barrios que celebran sus fiestas...	0								
1089	2551		Aspecto	Tolerancia y respeto en celebraciones		Discusión sobre la tolerancia y el respeto en las celebraciones públicas, especialmente en relación con la comunidad LGBT.									
1090	2551		Argumento	788	A favor	Estoy muy de acuerdo, la última fue insufrible para los vecinos de Centro, por lo largo, la suciedad y el ruido...	1	1	0	2	2	1	1	1	
1091	2551		Argumento	789	A favor	Tachar de homofobia como argumento es un sin argumento...	0								
1092	2551		Argumento	790	A favor	Ruidos, suciedades, cortes de tráfico etc. Y no hablamos de un par de horas, son días y horas interminables para los que lo sufrimos...	1	0	0						
1093	2551		Argumento	791	En contra	Que se generan en cualquier fiesta y para lo que podría haber lanzado una propuesta para una mayor regulación…	1	1	0	1	0	1	1	1	
1094	2551		Argumento	792	En contra	A demás que la tolerancia es cosa de ambas partes, nosotros tenemos que aguantar no entiendo la fiesta porque tampoco hay la fiesta del orgullo heterosexual...	1	1	1	1	0	1	1	2	
1095	2551		Argumento	793	En contra	Me temo que como intolerante se acaba de retratar usted mismo con sus comentarios...	-1								
1096	2551		Aspecto	Regulación de Fiestas Públicas		Discusión sobre la necesidad de regular las fiestas públicas para minimizar las molestias a los vecinos.									
1097	2551		Argumento	794	A favor	Invitaría a los responsables municipales en este área a que vengan a oler por las calles aledañas a la Plaza de España...	-1								
1098	2551		Argumento	795	A favor	Nadie en mi barrio quiere esas fiestas, pregunten a comerciantes, también de bares y restaurantes...	1	1	1	1	2	1	1	1	
1099	2551		Argumento	796	A favor	Es la imposición de un colectivo. Espero que se pueda actuar por parte del ayuntamiento para evitar las múltiples incomodidades que tendremos que aguantar los vecinos.	1	0	1						
1100	2551		Argumento	797	En contra	Por supuesto las de los barrios. Hay multitud de barrios que celebran sus fiestas y durante aproximadamente una semana los vecinos tienen que aguantar los inconvenientes que conlleva...	1	0	1						
1101	2551		Argumento	798	En contra	Yo quiero que todas las celebraciones se queden donde están y que se regulen debidamente de forma que todos los madrileños tengamos opción a participar en aquellas que más se adecuen a nuestros gustos y preferencias...	1	1	1	1	1	1	2	1	
1102	2576	Contratar personal de limpieza													
1103	2576	Contratar personal de limpieza en lugar de pedir a universitarios o madres de niños escolarizados limpiar.													
1104	2576		Aspecto	Limpieza Pública		Responsabilidad en la limpieza de espacios públicos.									
1105	2576		Argumento	799	A favor	No se trata de obligarles a limpiar por supuesto, pero sí a concienciar a todos los que ensucian de forma innecesaria su entorno lo que no deben hacer.	1	0	1						
1106	2576		Argumento	800	A favor	Aplaudo tu iniciativa, y creo que podría tener una repercusión social importante.	1	0	0						
1107	2576		Argumento	801	A favor	Los que hacen botellones deberían recoger los desperdicios y además no mear en vía pública.	1	0	1						
1108	2576		Argumento	802	En contra	No hay que generalizar con todo el colectivo universitario.	1	0	1						
1109	2576		Argumento	803	En contra	La alcaldesa no tiene legitimidad para hacerles limpiar las calles.	1	0	0						
1110	2576		Argumento	804	En contra	Es injusto, pues la mayoría no ha podido votar la composición del Ayuntamiento de Madrid.	1	0	0						
1111	2576		Aspecto	Empleo Público		Oferta de empleos públicos en actividades de limpieza.									
1112	2576		Argumento	805	A favor	Los empleos públicos se deben ofrecer a todos los ciudadanos.	1	0	1						
1113	2576		Argumento	806	A favor	Si saliera una oferta de empleo público para limpiar un colegio, la solicitarías en la zona que más cerca te pille.	1	0	1						
1114	2576		Argumento	807	En contra	No se deberían ofrecer empleos públicos en función de en qué colectivo te encuentres, sino a todos los ciudadanos por igual.	1	0	1						
1115	2576		Argumento	808	En contra	Muéstrame una encuesta que diga que sólo los universitarios ensucian la calle.	0								
1116	2576		Aspecto	Educación Ambiental		Concienciación sobre la importancia de mantener el entorno limpio.									
1117	2576		Argumento	809	A favor	Educación! Concienciar a todos los que ensucian de forma innecesaria su entorno.	1	0	1						
1118	2576		Argumento	810	A favor	En el colegio de mi hijo hacen batallón de reciclaje, conciencian al resto informando y vigilando que cumplen con las normas de limpieza.	0								
1119	2576		Argumento	811	En contra	No hay que enseñar sólo a los jóvenes estudiantes, sino a todos, para evitar convertir a nuestros hijos en unos guarros.	1	1	1	1	1	1	1	2	
1120	2576		Argumento	812	En contra	No solo la gente que hace botellón ensucia, sino también los propios alumnos durante el día.	1	1	1	1	1	1	1	1	
1121	2944	Obras y actividades benéficas en vez del desfile del Día de la Hispanidad													
1122	2944	Cambiar el desfile, que nos cuesta a todos más de 800000 euros, por una jornada de actividades y obras benéficas organizada por el ejército para ayudar al 29 de los compatriotas españoles pobres.													
1123	2944		Aspecto	Utilización de recursos		Uso de recursos del Ministerio de Defensa para actividades no militares									
1124	2944		Argumento	813	A favor	el encontrar en que pueden ayudar a esos países cos sus muy enormes recursos y que se visibiliza una vez al año en el antiguo día de la hispanidad mediante actos de entrega de material o de reunión con las autoridades de estos países en relación a las actividades de colaboración no militar.	0								
1125	2944		Argumento	814	En contra	La cuestión es que ese dinero proviene del Ministerio de Defensa. Si ese ministerio no invirtiese ese dinero en el desfile, se invertiría en otra cosa relacionada con defensa, no en los parados.	1	1	1	1	1	2	1	0	
1126	2944		Aspecto	Impacto económico		Gasto en desfiles versus inversión en necesidades sociales									
1127	2944		Argumento	815	A favor	A mí opinión 800 mil euros daría de comer a muchas familias y a crear algún puesto de trabajo ya sea funcionarios o privados, se que el ejército cumple su función pero ese dineral es de todos y debería usarse para todos por ejemplo.	1	1	1	1	1	0	2	1	
1128	2944		Argumento	816	En contra	No estoy de acuerdo con el desfile militar, pero tampoco estoy de acuerdo con lo que dices. Si por gasto fuera, el actual desfile cuesta menos de la mitad que otros años, y no llega ni a la mitad de los que se gastan otros países en lo mismo.	1	0	1						
1129	2944		Aspecto	Relevancia cultural		Importancia del desfile en términos de tradición y cultura									
1130	2944		Argumento	817	A favor	Bueno, pues es que se me había pasado poner lo más importante: en el día de hermanamiento entre España y los países de LatinoAmérica el ejército no tiene nada que ver ni nada que hacer.	1	0	1						
1131	2944		Argumento	818	En contra	No lo sé, pero en el día nacional de España, que coincide con la fiesta de la hispanidad y del Pilar el desfile estaba petado de madrileños. Yo no fui pero un acto a nivel español, que se retransmite por cadenas principales y de repercusión internacional excelente para el turismo de Madrid.	1	1	1	2	0	0	1	1	
1132	3044	Red de vigilancia y monitorización de las emisiones de radiofrecuencia													
1133	3044	Análogamente al término de smog, se ha acuñado el de electrosmog para referirse a la contaminación electromagnética. La radiofrecuencia ha de ser monitorizada en todo momento, como la calidad del aire.													
1134	3044		Aspecto	Red de Vigilancia		La necesidad y eficacia de una Red de Vigilancia.									
1135	3044		Argumento	819	A favor	En su día el gobierno italiano encargó varias consultorías... que buscaban algo más.	0								
1136	3044		Argumento	820	A favor	La decisión de desplegar la red nacional de monitorización de EMF se tomó para contrarrestar el ampliamente extendido temor... de peligros sobre la salud debidos a la exposición a la EMF.	1	0	1						
1137	3044		Argumento	821	A favor	Según este video son torres de destrucción masiva... Mensaje de Anonymous en relación con el WiFi.	0								
1138	3044		Argumento	822	A favor	El progreso conlleva un declive en la calidad de vida... es un motivo más para redoblar la lucha, contra la comida basura y las radiaciones peligrosas.	1	1	1	0	0	1	1	1	
1139	3044		Argumento	823	A favor	Lo de Italia es de uso militar y policial... lo que detectan son las interferencias en las señales de telefonía producidas por aeronaves volando a baja altitud.	1	1	1	2	1	1	1	0	
1140	3044		Argumento	824	En contra	Esto es una patraña que nos quieren hacer creer algunos charlatanes.	-1								
